source	heading	target
05-css-rendering.md	Choose `font-display` by role: `optional` plus preload for body text, `swap` only with a metric-matched fallback	MEDIA-08
05-css-rendering.md	Build a metric-matched fallback `@font-face` with `size-adjust` and metric overrides	MEDIA-09 (verify/05 corrected: one face per local font)
05-css-rendering.md	Subset fonts and scope them with `unicode-range`	MEDIA-10
05-css-rendering.md	Reserve the scrollbar gutter where content can overflow later	MEDIA-12
12-canvas2d-and-images.md	Decode images for canvas/WebGL with `createImageBitmap(blob)`, not from an `<img>`	-> gpu-canvas-and-frames.md (CNV-19); MEDIA-06 points to it
12-canvas2d-and-images.md	Await `img.decode()` before inserting overlay images; use `decoding="async"` only for non-critical images	MEDIA-06 (verify/12 corrected the Baseline dates: in support-parts)
16-explore-fast-batch-01.md	Start the LCP image at High priority with `fetchpriority="high"` instead of waiting for the layout boost	MEDIA-02
16-explore-fast-batch-01.md	Pair `preload` (for discovery) with `fetchpriority="high"` (for priority) for CSS-background and poster LCP images	MEDIA-01, MEDIA-11, MEDIA-13 (verify/16-01 corrected: fetchpriority on both the img and its preload, in MEDIA-02)
16-explore-fast-batch-01.md	Lower in-viewport-but-unimportant images with `fetchpriority="low"` rather than relying on `loading="lazy"`	MEDIA-02
16-explore-fast-batch-01.md	Treat `fetchpriority` as relative, and know where it cannot help	MEDIA-02 (Avoid)
16-explore-fast-batch-01.md	Place preloads by type so that preloads do not delay one another	-> html-loading.md (HTML-12); MEDIA-07 places font preloads after the critical CSS
16-explore-fast-batch-01.md	Check the priority each request actually got in DevTools before and after you add hints	MEDIA-02 (Verify uses the LCPDiscovery insight)
16-explore-fast-batch-01.md	Inline `@font-face` rules (and the rules that use them) in `<head>` so font discovery does not wait for an external stylesheet	MEDIA-07
16-explore-fast-batch-01.md	Remember that a font downloads only when rendered content uses it, and load canvas-chart fonts explicitly	MEDIA-07; canvas part -> gpu-canvas-and-frames.md (CNV-15)
16-explore-fast-batch-01.md	Preconnect to third-party font origins, with `crossorigin` on the origin that serves the font files	MEDIA-07
16-explore-fast-batch-01.md	Preload fonts only as a targeted fix, and set `crossorigin` and a single format	MEDIA-07
16-explore-fast-batch-01.md	Self-host fonts only with a CDN and HTTP/2 or later, and copy what font services do for you	MEDIA-07, MEDIA-10 (license note)
16-explore-fast-batch-01.md	Serve only WOFF2	MEDIA-10
16-explore-fast-batch-01.md	Subset fonts and split them with `unicode-range`	MEDIA-10
16-explore-fast-batch-01.md	Use fewer web fonts: `system-ui` for UI text, and a variable font only when you need many styles	MEDIA-10
16-explore-fast-batch-01.md	Choose `font-display` by priority: `optional` for performance, `swap` for brand text that must appear, and preload any `optional` font that matters	MEDIA-08
16-explore-fast-batch-01.md	Replace icon fonts with SVG	MEDIA-10, MEDIA-17
16-explore-fast-batch-01.md	Match fallback-font metrics to the web font to shrink swap shifts	MEDIA-09
16-explore-fast-batch-01.md	Add `loading="lazy"` to below-the-fold `<video>` and `<audio>`, together with `preload` and `poster`	MEDIA-11 (verify/16-01 corrected: 148 to 149 partial, 150 full)
16-explore-fast-batch-01.md	Use `preload="none"` on videos that do not autoplay, and raise it to `metadata` on hover	MEDIA-11
16-explore-fast-batch-01.md	For a video that is the LCP element, preload its poster with high priority	MEDIA-11
16-explore-fast-batch-01.md	Replace animated GIFs with `<video autoplay muted loop playsinline>`	MEDIA-11
16-explore-fast-batch-01.md	Where `loading="lazy"` is not supported, lazy-start video with an IntersectionObserver	MEDIA-11 (Avoid: below the floor)
16-explore-fast-batch-02.md	Insert new content where it does not move existing visible elements	MEDIA-12; fixed row pools -> js-dom-and-lists.md (DOM-04)
16-explore-fast-batch-02.md	Reserve space at the moment of the interaction when the result arrives later than 500 ms	MEDIA-12
16-explore-fast-batch-02.md	Put the LCP image URL in the server HTML as `<img src|srcset>`, never behind `data-src` or an inline style	MEDIA-01
16-explore-fast-batch-02.md	Add `crossorigin` when you preload fonts (and other CORS resources)	MEDIA-07
16-explore-fast-batch-02.md	Preload only late-discovered resources, and only a few	-> html-loading.md (HTML-12)
16-explore-fast-batch-02.md	Choose the `font-display` value and preload together, with CLS in mind	MEDIA-08 (verify/16-01 corrected: block also shifts; preload plus optional added)
16-explore-fast-batch-02.md	Lazy-load only images outside the first viewport, and always give them dimensions	MEDIA-05, MEDIA-04
16-explore-fast-batch-02.md	Know the Chromium distance thresholds and hidden-image behavior before you rely on lazy loading	MEDIA-05
16-explore-fast-batch-02.md	Remove lazy-loading libraries and `data-src` swaps	MEDIA-05
16-explore-fast-batch-03.md	Decide `loading` per image position: load the first in-viewport content image eagerly and lazy-load the rest	MEDIA-02 (verify/16-03 corrected: the WordPress default is 3 since WP 6.3, so the rule says one to three)
16-explore-fast-batch-03.md	Log a warning when the LCP element is lazy-loaded	MEDIA-02 (Detect)
16-explore-fast-batch-03.md	Prove a loading-strategy change with a repeated-run lab A/B test, not cross-site correlation	-> measure.md (§1 the loop)
16-explore-fast-batch-03.md	Choose the resize method by how CSS sizes the image	MEDIA-03
16-explore-fast-batch-03.md	Resize images in the build with `magick`, not `convert`	dropped: build-tool detail, not a performance rule
16-explore-fast-batch-03.md	When CSS forces an aspect ratio that differs from the file, add `object-fit`	MEDIA-04
16-explore-fast-batch-03.md	Use `sizes="auto"` on lazy images whose layout width is only known after layout (not in the article)	MEDIA-05 (verify/16-03 corrected: Safari 27; 300x150 without a size)
16-explore-fast-batch-03.md	Do not count on a `<canvas>` chart to be the LCP element. Measure chart readiness with your own mark	MEDIA-01 (Avoid); the mark -> measure.md (#load step 5) and pipeline.md §G (verify/16-03 corrected the spec list)
16-explore-fast-batch-03.md	Do not rely on placeholders, full-viewport backgrounds, or invisible elements as the LCP element	MEDIA-14
16-explore-fast-batch-03.md	Know how LCP size is computed before you design the hero	MEDIA-16 (carousel part); -> pipeline.md §G
16-explore-fast-batch-03.md	Send `Timing-Allow-Origin` on cross-origin LCP images (CDN)	MEDIA-18 (verify/16-03 corrected: all current engines coarsen instead of hiding)
16-explore-fast-batch-03.md	Measure LCP with `web-vitals` `onLCP`, not with a raw observer	-> measure.md (§7 field data)
16-explore-fast-batch-03.md	Expect a video or animated image to count from its first frame	MEDIA-11 (Why)
16-explore-fast-batch-03.md	Put late-arriving banners, toasts and notices in fixed or absolute position, or reserve their space	MEDIA-12
16-explore-fast-batch-03.md	Paint decorative backgrounds with CSS gradients instead of image files	MEDIA-03 (Do: CSS for gradients)
16-explore-fast-batch-03.md	Load third-party font CSS with `<link>` plus preconnect, never with CSS `@import`	MEDIA-07
16-explore-fast-batch-03.md	Request only the glyphs a logo or heading needs (`text=`)	MEDIA-10 (subsetting); dropped: the font-service URL parameter itself (vendor detail)
16-explore-fast-batch-03.md	Do not trust the article's explanation of render-blocking CSS and Safari font blocking	dropped: fact correction only; the right mechanism is in MEDIA-07 and pipeline.md §H
16-explore-fast-batch-04.md	Compress the HTML document instead of adding many preloads, and compress SVG LCP images	MEDIA-17 (SVG); -> html-loading.md for HTML compression
16-explore-fast-batch-05.md	Serve raster images through an image CDN with URL-driven size, format, and quality	MEDIA-03
16-explore-fast-batch-05.md	Put the image CDN on the page's own origin, or preconnect to it early	MEDIA-15; preconnect -> html-loading.md (HTML-11) (verify/16-05 corrected: an unused preconnect lasts about 60 s, not 10 s)
16-explore-fast-batch-05.md	Negotiate image format with the `Accept` header and send `Vary: Accept`; do not rely on Chromium-only hints	MEDIA-03 (Avoid; verify/16-05 corrected the Safari Accept claim, which the rule does not repeat)
16-explore-fast-batch-05.md	Remove the image before you optimize it: use CSS, SVG, or live text	MEDIA-03
16-explore-fast-batch-05.md	Budget raster pixels by DPR squared	MEDIA-03 (Why); canvas part -> gpu-canvas-and-frames.md (CNV-05)
16-explore-fast-batch-05.md	Choose the raster format by content type	MEDIA-03 (JPEG XL left out, per verify/16-05)
16-explore-fast-batch-05.md	Replace heavy interactive embeds with a facade, and load the real one on interaction	MEDIA-11 (video players); widgets and maps -> html-loading.md (HTML-18) (verify/16-05 corrected the Lighthouse facade-audit claim)
16-explore-fast-batch-05.md	Use a static or generated image instead of an interactive embed when interaction is optional	MEDIA-11 (facade covers it); dropped as a separate rule
16-explore-fast-batch-05.md	Remove the embed, or link to it, when no loading technique makes it cheap enough	dropped: a product decision, not code
16-explore-fast-batch-05.md	Reserve an embed's final size per breakpoint, then release the reservation	MEDIA-12, MEDIA-04
16-explore-fast-batch-05.md	Treat the embed article's iframe `loading` details as outdated	MEDIA-05 (Avoid: only lazy or eager)
16-explore-fast-batch-05.md	Reserve space for the next batch with skeletons that match the final item size	MEDIA-12; -> js-dom-and-lists.md (DOM-13)
16-explore-fast-batch-05.md	Prefetch the next page early enough that appended content lands inside the 500 ms input window	-> js-dom-and-lists.md (DOM-13)
16-explore-fast-batch-05.md	Do not put content below an unbounded list	-> js-dom-and-lists.md (DOM-13)
16-explore-fast-batch-05.md	Show notices as overlays, or reserve their space; never insert them above rendered content	MEDIA-12
16-explore-fast-batch-05.md	Put slides in the initial HTML, not injected by JavaScript	MEDIA-16
16-explore-fast-batch-05.md	Animate slide transitions with `transform`, never with `left`/`top`/`width`/`margin`	-> css-rendering.md (CSS-31, CSS-01)
16-explore-fast-batch-05.md	Keep all auto-advancing slide images at the same intrinsic size	MEDIA-16
16-explore-fast-batch-05.md	Build carousels with CSS scroll snap before you reach for a JS library	-> css-rendering.md (CSS-31)
16-explore-fast-batch-05.md	Do not autoplay; if you must, pause on hover and time each slide by its text length	MEDIA-16 (do not autoplay); dropped: slide timing (UX, not performance)
15-gaps-round-1.md	When a CSS background must stay, select it with `image-set()` and preload the same candidate	MEDIA-13
15-gaps-round-1.md	Attack TTFB and resource load delay before image bytes when LCP is slow	MEDIA-01 (Avoid: discovery vs render delay); -> pipeline.md §G
15-gaps-round-1.md	Pick video encodings with Media Capabilities `decodingInfo()` (`smooth` and `powerEfficient`)	dropped: low impact for web apps outside video players
01-critical-rendering-path.md	Keep the DOM small and shallow; create hidden UI on demand	DOM-01, DOM-05
01-critical-rendering-path.md	Do not build large DOM subtrees in one task	DOM-06 (no entry in verify/01; the same claim is verified in verify/06 §H)
01-critical-rendering-path.md	Server-render the first view instead of building it in client JS	-> html-loading.md (HTML-03); DOM-06 points to it
03-course-js-and-vitals.md	Keep the DOM small and shallow; add DOM on demand	DOM-01 (verify/03 corrected: the 800/1,400-node limits are obsolete; the DOMSize insight rule is used)
